Estabelecimento,CodigoEstabelecimento,UnidadeOrganica,CodigoUnidadeOrganica,Natureza,TipoEnsino,NomeCurso,CodigoCurso,Grau,NumeroDiplomadosCurso,AmostraAceite,NumeroDiplomadosDesempregados,TaxaDesempregoRegistadoCurso,AnosLetivosDiplomados,Fonte
Universidade Atlântica,2700,Universidade Atlântica,2700,Privado,Universitário,Gestão do Ambiente e do Território,9161,Licenciatura,32,Sim,1,"3,1",2009/10_2012/13,DGEEC
Instituto Politécnico de Lisboa,3110,Instituto Superior de Engenharia de Lisboa,3118,Público,Politécnico,Engenharia Electrotécnica,9109,Licenciatura,347,Sim,11,"3,1",2009/10_2012/13,DGES
Instituto Politécnico do Porto,3130,Escola Superior de Estudos Industriais e de Gestão,3133,Público,Politécnico,Contabilidade e Administração,9058,Licenciatura,190,Sim,6,"3,1",2009/10_2012/13,DGES
Instituto Politécnico de Beja,3020,Escola Superior de Saúde,7005,Público,Politécnico,Enfermagem,9500,Licenciatura,251,Sim,8,"3,1",2009/10_2012/13,DGES
Universidade do Porto,1100,Faculdade de Engenharia,1105,Público,Universitário,Engenharia Mecânica,9369,Mestrado Integrado,499,Sim,15,3,2009/10_2012/13,DGES
Universidade de Trás-os-Montes e Alto Douro,1200,Escola de Ciências e Tecnologia,1203,Público,Universitário,Engenharia Informática,9119,Licenciatura,65,Sim,2,3,2009/10_2012/13,DGES
Universidade de Lisboa,1500,Faculdade de Ciências,1503,Público,Universitário,"Meteorologia, Oceanografia e Geofísica",9212,Licenciatura,33,Sim,1,3,2009/10_2012/13,DGES
Instituto Politécnico de Coimbra,3060,Instituto Superior de Engenharia de Coimbra,3064,Público,Politécnico,Engenharia Biomédica,9455,Licenciatura,66,Sim,2,3,2009/10_2012/13,DGES
Instituto Politécnico de Lisboa,3110,Instituto Superior de Engenharia de Lisboa,3118,Público,Politécnico,Engenharia Electrónica e Telecomunicações e de Computadores,9108,Licenciatura,165,Sim,5,3,2009/10_2012/13,DGES
Escola Superior de Saúde Egas Moniz,4106,Escola Superior de Saúde Egas Moniz,4106,Privado,Politécnico,Enfermagem,9500,Licenciatura,169,Sim,5,3,2009/10_2012/13,DGEEC
Universidade Europeia,4350,Universidade Europeia,4350,Privado,Universitário,Gestão da Segurança e Protecção Civil,8148,Licenciatura,99,Sim,3,3,2009/10_2012/13,DGEEC
Universidade do Minho,1000,Universidade do Minho,1000,Público,Universitário,Engenharia Informática,9119,Licenciatura,401,Sim,12,"2,9",2009/10_2012/13,DGES
Universidade Aberta,1400,Universidade Aberta,1400,Público,Universitário,Línguas Aplicadas,9192,Licenciatura,34,Sim,1,"2,9",2009/10_2012/13,DGEEC/DGES
Universidade Aberta,1400,Universidade Aberta,1400,Público,Universitário,Ciências do Ambiente,9379,Licenciatura,35,Sim,1,"2,9",2009/10_2012/13,DGEEC/DGES
Universidade de Lisboa,1500,Faculdade de Ciências,1503,Público,Universitário,Bioquímica,9015,Licenciatura,167,Sim,5,"2,9",2009/10_2012/13,DGES
Universidade Católica Portuguesa,2200,Faculdade de Ciências Económicas e Empresariais,2270,Privado,Universitário,Administração e Gestão de Empresas,9059,Licenciatura,629,Sim,18,"2,9",2009/10_2012/13,DGEEC
Universidade Católica Portuguesa,2200,Faculdade de Direito,2280,Privado,Universitário,Direito,9078,Licenciatura,342,Sim,10,"2,9",2009/10_2012/13,DGEEC
Instituto Politécnico de Portalegre,3120,Escola Superior Agrária,3123,Público,Politécnico,Agronomia,9003,Licenciatura,67,Sim,2,"2,9",2009/10_2012/13,DGES
Instituto Politécnico de Santarém,3140,Escola Superior de Desporto de Rio Maior,3145,Público,Politécnico,Desporto de Natureza e Turismo Activo,9730,Licenciatura,68,Sim,2,"2,9",2009/10_2012/13,DGES
Instituto Politécnico de Leiria,3100,Escola Superior de Saúde de Leiria,7045,Público,Politécnico,Enfermagem,9500,Licenciatura,471,Sim,14,"2,9",2009/10_2012/13,DGES
Instituto Politécnico de Portalegre,3120,Escola Superior de Saúde de Portalegre,7055,Público,Politécnico,Enfermagem,9500,Licenciatura,309,Sim,9,"2,9",2009/10_2012/13,DGES
Universidade do Porto,1100,Faculdade de Medicina Dentária,1113,Público,Universitário,Medicina Dentária,9548,Mestrado Integrado,351,Sim,10,"2,8",2009/10_2012/13,DGES
Universidade de Lisboa,1500,Faculdade de Medicina Dentária,1508,Público,Universitário,Medicina Dentária,9548,Mestrado Integrado,248,Sim,7,"2,8",2009/10_2012/13,DGES
Instituto Politécnico do Porto,3130,Escola Superior de Estudos Industriais e de Gestão,3133,Público,Politécnico,Engenharia e Gestão Industrial,9104,Licenciatura,70,Sim,2,"2,8",2009/10_2012/13,DGES
Escola Superior de Hotelaria e Turismo do Estoril,7110,Escola Superior de Hotelaria e Turismo do Estoril,7110,Público,Politécnico,Gestão Turística,9177,Licenciatura,284,Sim,8,"2,8",2009/10_2012/13,DGES
Instituto Politécnico de Lisboa,3110,Escola Superior de Tecnologia da Saúde de Lisboa,7220,Público,Politécnico,Fisioterapia,9504,Licenciatura,139,Sim,4,"2,8",2009/10_2012/13,DGES
Universidade do Algarve,200,Universidade do Algarve,200,Público,Universitário,Ciências Biomédicas,9351,Licenciatura,111,Sim,3,"2,7",2009/10_2012/13,DGES
Universidade de Aveiro,300,Universidade de Aveiro,300,Público,Universitário,Engenharia e Gestão Industrial,9104,Licenciatura,221,Sim,6,"2,7",2009/10_2012/13,DGES
Universidade Nova de Lisboa,900,Faculdade de Direito,911,Público,Universitário,Direito,9078,Licenciatura,329,Sim,9,"2,7",2009/10_2012/13,DGES
Universidade de Lisboa,1500,Faculdade de Ciências,1503,Público,Universitário,Matemática Aplicada,9385,Licenciatura,111,Sim,3,"2,7",2009/10_2012/13,DGES
Universidade de Lisboa,1500,Instituto Superior Técnico (Alameda),1518,Público,Universitário,Engenharia Aeroespacial,9357,Mestrado Integrado,147,Sim,4,"2,7",2009/10_2012/13,DGES
Universidade de Lisboa,1500,Instituto Superior Técnico (Alameda),1518,Público,Universitário,Engenharia Geológica e de Minas,9913,Licenciatura,36,Sim,1,"2,7",2009/10_2012/13,DGES
Instituto Superior de Ciências Educativas,4270,Instituto Superior de Ciências Educativas,4270,Privado,Politécnico,Educação Social,9084,Licenciatura,75,Sim,2,"2,7",2009/10_2012/13,DGEEC
Instituto Superior D. Dinis,4292,Instituto Superior D. Dinis,4292,Privado,Politécnico,Engenharia de Produção Industrial,9097,Licenciatura,37,Sim,1,"2,7",2009/10_2012/13,DGEEC
Universidade do Algarve,200,Escola Superior de Saúde,7035,Público,Politécnico,Enfermagem,9500,Licenciatura,110,Sim,3,"2,7",2009/10_2012/13,DGES
Universidade Nova de Lisboa,900,Faculdade de Economia,904,Público,Universitário,Economia,9081,Licenciatura,714,Sim,19,"2,6",2009/10_2012/13,DGES
Universidade Lusófona de Humanidades e Tecnologias,2800,Universidade Lusófona de Humanidades e Tecnologias,2800,Privado,Universitário,Educação Física e Desporto,9736,Licenciatura,458,Sim,12,"2,6",2009/10_2012/13,DGEEC
Universidade Nova de Lisboa,900,Faculdade de Ciências e Tecnologia,903,Público,Universitário,Engenharia Biomédica,9359,Mestrado Integrado,154,Sim,4,"2,5",2009/10_2012/13,DGES
Instituto Politécnico de Coimbra,3060,Escola Superior de Educação de Coimbra,3062,Público,Politécnico,Educação Básica,9853,Licenciatura,273,Sim,7,"2,5",2009/10_2012/13,DGES
Instituto Politécnico de Leiria,3100,Escola Superior de Educação e Ciências Sociais,3101,Público,Politécnico,Educação Básica,9853,Licenciatura,280,Sim,7,"2,5",2009/10_2012/13,DGES
Universidade Nova de Lisboa,900,Faculdade de Ciências e Tecnologia,903,Público,Universitário,Engenharia Informática,G005,Mestrado Integrado,446,Sim,11,"2,4",2009/10_2012/13,DGES
Universidade de Lisboa,1500,Instituto Superior Técnico (Alameda),1518,Público,Universitário,Engenharia Electrotécnica e de Computadores,9367,Mestrado Integrado,527,Sim,13,"2,4",2009/10_2012/13,DGES
Instituto Politécnico do Porto,3130,Escola Superior de Educação,3131,Público,Politécnico,Educação Básica,9853,Licenciatura,243,Sim,6,"2,4",2009/10_2012/13,DGES
Instituto Politécnico do Porto,3130,Escola Superior de Tecnologia e Gestão de Felgueiras,3138,Público,Politécnico,Engenharia Informática,9119,Licenciatura,81,Sim,2,"2,4",2009/10_2012/13,DGES
Universidade de Aveiro,300,Universidade de Aveiro,300,Público,Universitário,Ciências Biomédicas,9351,Licenciatura,126,Sim,3,"2,3",2009/10_2012/13,DGES
Universidade de Coimbra,500,Faculdade de Ciências e Tecnologia,501,Público,Universitário,Bioquímica,9015,Licenciatura,168,Sim,4,"2,3",2009/10_2012/13,DGES
Universidade de Coimbra,500,Faculdade de Farmácia,504,Público,Universitário,Ciências Bioanalíticas,9819,Licenciatura,42,Sim,1,"2,3",2009/10_2012/13,DGES
Universidade de Coimbra,500,Faculdade de Farmácia,504,Público,Universitário,Farmácia Biomédica,9832,Licenciatura,43,Sim,1,"2,3",2009/10_2012/13,DGES
Universidade Nova de Lisboa,900,Faculdade de Ciências e Tecnologia,903,Público,Universitário,Matemática,9209,Licenciatura,43,Sim,1,"2,3",2009/10_2012/13,DGES
Universidade do Minho,1000,Universidade do Minho,1000,Público,Universitário,Bioquímica,9015,Licenciatura,128,Sim,3,"2,3",2009/10_2012/13,DGES
Universidade de Lisboa,1500,Faculdade de Ciências,1503,Público,Universitário,Engenharia Informática,9119,Licenciatura,295,Sim,7,"2,3",2009/10_2012/13,DGES
Universidade de Aveiro,300,Universidade de Aveiro,300,Público,Universitário,Engenharia Electrónica e Telecomunicações,9365,Mestrado Integrado,281,Sim,6,"2,1",2009/10_2012/13,DGES
Universidade de Coimbra,500,Faculdade de Ciências e Tecnologia,501,Público,Universitário,Design e Multimédia,9891,Licenciatura,47,Sim,1,"2,1",2009/10_2012/13,DGES
Escola Superior de Enfermagem de Lisboa,7002,Escola Superior de Enfermagem de Lisboa,7002,Público,Politécnico,Enfermagem,9500,Licenciatura,1175,Sim,25,"2,1",2009/10_2012/13,DGES
Universidade da Beira Interior,400,Universidade da Beira Interior,400,Público,Universitário,Tecnologias e Sistemas de Informação,9251,Licenciatura,49,Sim,1,2,2009/10_2012/13,DGES
Universidade de Coimbra,500,Faculdade de Letras,505,Público,Universitário,Línguas Modernas,9779,Licenciatura,241,Sim,5,2,2009/10_2012/13,DGES
Universidade de Évora,600,Escola de Ciências e Tecnologia,602,Público,Universitário,Medicina Veterinária,9847,Mestrado Integrado,98,Sim,2,2,2009/10_2012/13,DGES
Instituto Superior de Ciências da Administração,4275,Instituto Superior de Ciências da Administração,4275,Privado,Politécnico,Administração e Gestão Pública,8056,Licenciatura,50,Sim,1,2,2009/10_2012/13,DGEEC
Universidade do Algarve,200,Faculdade de Ciências e Tecnologia,203,Público,Universitário,Ciências Farmacêuticas,9494,Mestrado Integrado,52,Sim,1,"1,9",2009/10_2012/13,DGES
Instituto Politécnico de Beja,3020,Escola Superior de Educação,3022,Público,Politécnico,Educação Básica,9853,Licenciatura,105,Sim,2,"1,9",2009/10_2012/13,DGES
Instituto Politécnico de Castelo Branco,3050,Escola Superior de Tecnologia de Castelo Branco,3053,Público,Politécnico,Engenharia Electrotécnica e das Telecomunicações,9111,Licenciatura,51,Sim,1,"1,9",2009/10_2012/13,DGES
Instituto Politécnico de Leiria,3100,Escola Superior de Tecnologia e Gestão,3102,Público,Politécnico,Engenharia Informática,9119,Licenciatura,254,Sim,5,"1,9",2009/10_2012/13,DGES
Escola Superior de Educação de Paula Frassinetti,4085,Escola Superior de Educação de Paula Frassinetti,4085,Privado,Politécnico,Educação Básica,9853,Licenciatura,372,Sim,7,"1,9",2009/10_2012/13,DGEEC
Escola Superior de Saúde do Alcoitão,4105,Escola Superior de Saúde do Alcoitão,4105,Privado,Politécnico,Fisioterapia,9504,Licenciatura,215,Sim,4,"1,9",2009/10_2012/13,DGEEC
ISCTE - Instituto Universitário de Lisboa,6800,ISCTE - Instituto Universitário de Lisboa,6800,Público,Universitário,Engenharia de Telecomunicações e Informática,9098,Licenciatura,104,Sim,2,"1,9",2009/10_2012/13,DGES
Universidade de Évora,600,Escola Superior de Enfermagem de São João de Deus,7030,Público,Politécnico,Enfermagem,9500,Licenciatura,261,Sim,5,"1,9",2009/10_2012/13,DGES
Universidade Nova de Lisboa,900,Faculdade de Ciências e Tecnologia,903,Público,Universitário,Biologia Celular e Molecular,9348,Licenciatura,160,Sim,3,"1,8",2009/10_2012/13,DGES
Universidade Nova de Lisboa,900,Instituto Superior de Estatística e Gestão de Informação,906,Público,Universitário,Sistemas e Tecnologias de Informação,8259,Licenciatura,55,Sim,1,"1,8",2009/10_2012/13,DGES
Universidade Aberta,1400,Universidade Aberta,1400,Público,Universitário,Ciências da Informação e da Documentação,9039,Licenciatura,226,Sim,4,"1,8",2009/10_2012/13,DGEEC/DGES
Universidade Lusófona de Humanidades e Tecnologias,2800,Universidade Lusófona de Humanidades e Tecnologias,2800,Privado,Universitário,Estudos de Segurança,8283,Licenciatura,56,Sim,1,"1,8",2009/10_2012/13,DGEEC
Instituto Politécnico de Leiria,3100,Escola Superior de Tecnologia e Gestão,3102,Público,Politécnico,Informática para a Saúde,9481,Licenciatura,108,Sim,2,"1,8",2009/10_2012/13,DGES
Instituto Superior de Ciências da Saúde Egas Moniz,4260,Instituto Superior de Ciências da Saúde Egas Moniz,4260,Privado,Universitário,Medicina Dentária,9548,Mestrado Integrado,333,Sim,6,"1,8",2009/10_2012/13,DGEEC
ISCTE - Instituto Universitário de Lisboa,6800,ISCTE - Instituto Universitário de Lisboa,6800,Público,Universitário,Engenharia Informática,9119,Licenciatura,107,Sim,2,"1,8",2009/10_2012/13,DGES
Instituto Politécnico da Guarda,3090,Escola Superior de Saúde da Guarda,7040,Público,Politécnico,Enfermagem,9500,Licenciatura,267,Sim,5,"1,8",2009/10_2012/13,DGES
Universidade de Aveiro,300,Escola Superior de Tecnologia e Gestão de Águeda,3012,Público,Politécnico,Gestão Comercial,L021,Licenciatura,58,Sim,1,"1,7",2009/10_2012/13,DGES
Instituto Politécnico de Setúbal,3150,Escola Superior de Saúde,3155,Público,Politécnico,Enfermagem,9500,Licenciatura,169,Sim,3,"1,7",2009/10_2012/13,DGES
Academia Nacional Superior de Orquestra,4002,Academia Nacional Superior de Orquestra,4002,Privado,Politécnico,Instrumentista de Orquestra,9771,Licenciatura,59,Sim,1,"1,7",2009/10_2012/13,DGEEC
Escola Superior de Educação de João de Deus,4080,Escola Superior de Educação de João de Deus,4080,Privado,Politécnico,Educação Básica,9853,Licenciatura,230,Sim,4,"1,7",2009/10_2012/13,DGEEC
Instituto Superior de Ciências Educativas,4270,Instituto Superior de Ciências Educativas,4270,Privado,Politécnico,Educação Básica,9853,Licenciatura,172,Sim,3,"1,7",2009/10_2012/13,DGEEC
Universidade de Aveiro,300,Universidade de Aveiro,300,Público,Universitário,Biotecnologia,9016,Licenciatura,124,Sim,2,"1,6",2009/10_2012/13,DGES
Universidade Nova de Lisboa,900,Faculdade de Economia,904,Público,Universitário,Gestão,9147,Licenciatura,666,Sim,11,"1,6",2009/10_2012/13,DGES
Instituto Politécnico do Porto,3130,Escola Superior de Estudos Industriais e de Gestão,3133,Público,Politécnico,Engenharia Mecânica,9123,Licenciatura,59,Sim,1,"1,6",2009/10_2012/13,DGES
Instituto Superior Manuel Teixeira Gomes,4375,Instituto Superior Manuel Teixeira Gomes,4375,Privado,Universitário,Engenharia Informática,9119,Licenciatura,62,Sim,1,"1,6",2009/10_2012/13,DGEEC
Instituto Politécnico de Santarém,3140,Escola Superior de Saúde de Santarém,7065,Público,Politécnico,Enfermagem,9500,Licenciatura,295,Sim,5,"1,6",2009/10_2012/13,DGES
Instituto Politécnico de Lisboa,3110,Escola Superior de Tecnologia da Saúde de Lisboa,7220,Público,Politécnico,Ortóptica,8143,Licenciatura,118,Sim,2,"1,6",2009/10_2012/13,DGES
Universidade do Porto,1100,Faculdade de Engenharia,1105,Público,Universitário,Engenharia Informática e Computação,9459,Mestrado Integrado,390,Sim,6,"1,5",2009/10_2012/13,DGES
Universidade de Lisboa,1500,Instituto Superior Técnico (Taguspark),1519,Público,Universitário,Engenharia de Telecomunicações e Informática,9098,Licenciatura,128,Sim,2,"1,5",2009/10_2012/13,DGES
Instituto Politécnico de Lisboa,3110,Escola Superior de Dança,3111,Público,Politécnico,Dança,9068,Licenciatura,132,Sim,2,"1,5",2009/10_2012/13,DGES
Instituto Politécnico do Porto,3130,Escola Superior de Estudos Industriais e de Gestão,3133,Público,Politécnico,Engenharia Biomédica,9455,Licenciatura,64,Sim,1,"1,5",2009/10_2012/13,DGES
Instituto Superior de Educação e Ciências,4298,Instituto Superior de Educação e Ciências,4298,Privado,Politécnico,Educação Básica,9853,Licenciatura,203,Sim,3,"1,5",2009/10_2012/13,DGEEC
ISCTE - Instituto Universitário de Lisboa,6800,ISCTE - Instituto Universitário de Lisboa,6800,Público,Universitário,Informática e Gestão de Empresas,9189,Licenciatura,133,Sim,2,"1,5",2009/10_2012/13,DGES
Universidade do Porto,1100,Faculdade de Ciências,1103,Público,Universitário,Engenharia de Redes e Sistemas Informáticos,9812,Mestrado Integrado,69,Sim,1,"1,4",2009/10_2012/13,DGES
Instituto Politécnico de Leiria,3100,Escola Superior de Tecnologia e Gestão,3102,Público,Politécnico,Engenharia Mecânica,9123,Licenciatura,138,Sim,2,"1,4",2009/10_2012/13,DGES
Universidade de Coimbra,500,Faculdade de Ciências e Tecnologia,501,Público,Universitário,Engenharia e Gestão Industrial,9104,Licenciatura,75,Sim,1,"1,3",2009/10_2012/13,DGES
Universidade de Coimbra,500,Faculdade de Medicina,506,Público,Universitário,Medicina Dentária,9548,Mestrado Integrado,151,Sim,2,"1,3",2009/10_2012/13,DGES
Universidade de Lisboa,1500,Instituto Superior de Economia e Gestão,1517,Público,Universitário,Matemática Aplicada à Economia e à Gestão,9210,Licenciatura,73,Sim,1,"1,3",2009/10_2012/13,DGES
Instituto Politécnico de Lisboa,3110,Escola Superior de Educação de Lisboa,3112,Público,Politécnico,Educação Básica,9853,Licenciatura,585,Sim,8,"1,3",2009/10_2012/13,DGES
Universidade Nova de Lisboa,900,Faculdade de Ciências Sociais e Humanas,902,Público,Universitário,Estudos Portugueses,9917,Licenciatura,80,Sim,1,"1,2",2009/10_2012/13,DGES
Universidade do Porto,1100,Faculdade de Engenharia,1105,Público,Universitário,Engenharia Industrial e Gestão,9510,Mestrado Integrado,239,Sim,3,"1,2",2009/10_2012/13,DGES
Universidade Fernando Pessoa,2750,Universidade Fernando Pessoa (unidade de Ponte de Lima - ensino politécnico),2753,Privado,Politécnico,Enfermagem,9500,Licenciatura,85,Sim,1,"1,2",2009/10_2012/13,DGEEC
Universidade do Algarve,200,"Escola Superior de Gestão, Hotelaria e Turismo (Portimão)",3087,Público,Politécnico,Gestão,9147,Licenciatura,165,Sim,2,"1,2",2009/10_2012/13,DGES
Universidade Nova de Lisboa,900,Faculdade de Ciências e Tecnologia,903,Público,Universitário,Engenharia Electrotécnica e de Computadores,9367,Mestrado Integrado,168,Sim,2,"1,1",2009/10_2012/13,DGES
Universidade de Coimbra,500,Faculdade de Ciências e Tecnologia,501,Público,Universitário,Engenharia Informática,9119,Licenciatura,368,Sim,4,1,2009/10_2012/13,DGES
